SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
0152KO,2018-09-01,2018-09-30,29,888,30.62,"113,75", 
0152KO,2018-10-01,2018-10-31,30,935,31.17,"119,45", 
0152KO,2018-11-01,2018-11-30,29,984,33.93,"125,40", 
0152KO,2018-12-01,2018-12-31,30,1095,36.5,"138,87", 
0152KO,2019-01-01,2019-01-31,30,1153,38.43,"160,14", 
0152KO,2019-02-01,2019-02-28,27,958,35.48,"134,08", 
0152KO,2019-03-01,2019-03-31,30,992,33.07,"138,63", 
0152KO,2019-04-01,2019-04-30,29,908,31.31,"127,40", 
0152KO,2019-05-01,2019-05-31,30,923,30.77,"129,41", 
0152KO,2019-06-01,2019-06-30,29,938,32.34,"131,41", 
0152KO,2019-07-01,2019-07-31,30,809,26.97,"114,17", 
0152KO,2019-08-01,2019-08-31,30,855,28.5,"120,32", 
0152KO,2019-09-01,2019-09-30,29,773,26.66,"109,36", 
0152KO,2019-10-01,2019-10-31,30,937,31.23,"131,28", 
0152KO,2019-11-01,2019-11-30,29,928,32.0,"130,07", 
0152KO,2019-12-01,2019-12-31,30,1059,35.3,"147,58", 
0152KO,2020-01-01,2020-01-31,30,1094,36.47,"151,74", 
0152KO,2020-02-01,2020-02-29,28,977,34.89,"136,24", 
0152KO,2020-03-01,2020-03-31,30,1016,33.87,"141,40", 
0152KO,2020-04-01,2020-04-30,29,929,32.03,"129,88", 
0152KO,2020-05-01,2020-05-31,30,939,31.3,"131,20", 
0152KO,2020-06-01,2020-06-30,29,902,31.1,"126,30", 
0152KO,2020-07-01,2020-07-31,30,949,31.63,"132,53", 
0152KO,2020-08-01,2020-08-31,30,969,32.3,"135,18", 
0152KO,2020-09-01,2020-09-30,29,977,33.69,"136,24", 
0152KO,2020-10-01,2020-10-31,30,1220,40.67,"168,43", 
0152KO,2020-11-01,2020-11-30,29,1210,41.72,"160,29", 
0153BB,2018-01-01,2018-01-31,30,1656,55.2,"215,78", 
0153BB,2018-02-01,2018-02-28,27,1619,59.96,"210,61", 
0153BB,2018-03-01,2018-03-31,30,1671,55.7,"217,26", 
0153BB,2018-04-01,2018-04-30,29,1500,51.72,"196,83", 
0153BB,2018-05-01,2018-05-31,30,1549,51.63,"203,28", 
0153BB,2018-06-01,2018-06-30,29,1505,51.9,"197,80", 
0153BB,2018-07-01,2018-07-31,30,1590,53.0,"208,35", 
0153BB,2018-08-01,2018-08-31,30,1603,53.43,"211,10", 
0153BB,2018-09-01,2018-09-30,29,1503,51.83,"198,72", 
0153BB,2018-10-01,2018-10-31,30,1545,51.5,"203,71", 
0153BB,2018-11-01,2018-11-30,29,1546,53.31,"203,64", 
0153BB,2018-12-01,2018-12-31,30,1675,55.83,"219,89", 
0153BB,2019-01-01,2019-01-31,30,1729,57.63,"216,78", 
0153BB,2019-02-01,2019-02-28,27,1481,54.85,"186,68", 
0153BB,2019-03-01,2019-03-31,30,1568,52.27,"197,01", 
0153BB,2019-04-01,2019-04-30,29,1484,51.17,"187,44", 
0153BB,2019-05-01,2019-05-31,30,1532,51.07,"193,18", 
0153BB,2019-06-01,2019-06-30,29,1516,52.28,"192,39", 
0153BB,2019-07-01,2019-07-31,30,1571,52.37,"198,72", 
0153BB,2019-08-01,2019-08-31,30,1590,53.0,"201,15", 
0153BB,2019-09-01,2019-09-30,29,1467,50.59,"185,16", 
0153BB,2019-10-01,2019-10-31,30,1549,51.63,"195,19", 
0153BB,2019-11-01,2019-11-30,29,1498,51.66,"189,09", 
0153BB,2019-12-01,2019-12-31,30,1652,55.07,"207,26", 
0153BB,2020-01-01,2020-01-31,30,1691,56.37,"267,50", 
0153BB,2020-02-01,2020-02-29,28,1537,54.89,"244,93", 
0153BB,2020-03-01,2020-03-31,30,1620,54.0,"257,93", 
0153BB,2020-04-01,2020-04-30,29,1515,52.24,"242,20", 
0153BB,2020-05-01,2020-05-31,30,1566,52.2,"250,51", 
0153BB,2020-06-01,2020-06-30,29,1508,52.0,"242,04", 
0153BB,2020-07-01,2020-07-31,30,1599,53.3,"250,56", 
0153BB,2020-08-01,2020-08-31,30,1619,53.97,"258,34", 
0153BB,2020-09-01,2020-09-30,29,1476,50.9,"228,10", 
0153BB,2020-10-01,2020-10-31,30,1493,49.77,"227,43", 
0153BB,2020-11-01,2020-11-30,29,1411,48.66,"194,90", 
0153BR,2018-01-01,2018-06-19,169,7304,43.22,"880,52", 
0153BR,2018-06-20,2018-12-31,194,8462,43.62,"1 021,46", 
0153BR,2019-01-01,2019-12-31,364,23653,64.98,"2 677,34", 
0153KO,2018-01-01,2018-01-31,30,2842,94.73,"305,19", 
0153KO,2018-02-01,2018-02-28,27,2602,96.37,"282,37", 
0153KO,2018-03-01,2018-03-31,30,2883,96.1,"309,04", 
0153KO,2018-04-01,2018-04-30,29,2827,97.48,"333,07", 
0153KO,2018-05-01,2018-05-31,30,2990,99.67,"319,22", 
0153KO,2018-06-01,2018-06-30,29,2933,101.14,"313,79", 
0153KO,2018-07-01,2018-07-31,30,2997,99.9,"320,12", 
0153KO,2018-08-01,2018-08-31,30,2959,98.63,"316,46", 
0153KO,2018-09-01,2018-09-30,29,2820,97.24,"331,96", 
0153KO,2018-10-01,2018-10-31,30,2881,96.03,"311,31", 
0153KO,2018-11-01,2018-11-30,29,2761,95.21,"299,85", 
0153KO,2018-12-01,2018-12-31,30,2845,94.83,"307,93", 
0153KO,2019-01-01,2019-01-31,30,2905,96.83,"349,92", 
0153KO,2019-02-01,2019-02-28,27,2556,94.67,"312,26", 
0153KO,2019-03-01,2019-03-31,30,2828,94.27,"341,60", 
0153KO,2019-04-01,2019-04-30,29,2774,95.66,"335,76", 
0153KO,2019-05-01,2019-05-31,30,2880,96.0,"347,22", 
0153KO,2019-06-01,2019-06-30,29,2861,98.66,"369,16", 
0153KO,2019-07-01,2019-07-31,30,2936,97.87,"377,25", 
0153KO,2019-08-01,2019-08-31,30,2952,98.4,"354,98", 
0153KO,2019-09-01,2019-09-30,29,2819,97.21,"340,70", 
0153KO,2019-10-01,2019-10-31,30,2583,86.1,"315,18", 
0153KO,2019-11-01,2019-11-30,29,2270,78.28,"287,34", 
0153KO,2019-12-01,2019-12-31,30,2339,77.97,"288,77", 
0153KO,2020-01-01,2020-01-31,30,2338,77.93,"281,18", 
0153KO,2020-02-01,2020-02-29,28,2168,77.43,"263,53", 
0153KO,2020-03-01,2020-03-31,30,2311,77.03,"278,36", 
0153KO,2020-04-01,2020-04-30,29,2207,76.1,"267,53", 
0153KO,2020-05-01,2020-05-31,30,2289,76.3,"276,09", 
0153KO,2020-06-01,2020-06-30,29,2237,77.14,"270,67", 
0153KO,2020-07-01,2020-07-31,30,2314,77.13,"278,69", 
0153KO,2020-08-01,2020-08-31,30,2316,77.2,"278,90", 
0153KO,2020-09-01,2020-09-30,29,2220,76.55,"272,08", 
0153KO,2020-10-01,2020-10-31,30,2273,75.77,"274,46", 
0153KO,2020-11-01,2020-11-30,29,2150,74.14,"223,84", 
0154BB,2018-01-01,2018-01-31,30,2954,98.47,"380,96", 
0154BB,2018-02-01,2018-02-28,27,2715,100.56,"350,95", 
0154BB,2018-03-01,2018-03-31,30,2950,98.33,"380,33", 
0154BB,2018-04-01,2018-04-30,29,2842,98.0,"367,70", 
0154BB,2018-05-01,2018-05-31,30,2962,98.73,"382,86", 
0154BB,2018-06-01,2018-06-30,29,2901,100.03,"375,13", 
0154BB,2018-07-01,2018-07-31,30,3000,100.0,"387,72", 
0154BB,2018-08-01,2018-08-31,30,3005,100.17,"388,84", 
0154BB,2018-09-01,2018-09-30,29,2892,99.72,"376,34", 
0154BB,2018-10-01,2018-10-31,30,2936,97.87,"381,48", 
0154BB,2018-11-01,2018-11-30,29,2814,97.03,"366,00", 
0154BB,2018-12-01,2018-12-31,30,2982,99.4,"387,08", 
0154BB,2019-01-01,2019-01-31,30,3025,100.83,"374,49", 
0154BB,2019-02-01,2019-02-28,27,2677,99.15,"332,55", 
0154BB,2019-03-01,2019-03-31,30,2900,96.67,"359,44", 
0154BB,2019-04-01,2019-04-30,29,2804,96.69,"348,09", 
0154BB,2019-05-01,2019-05-31,30,2915,97.17,"361,16", 
0154BB,2019-06-01,2019-06-30,29,2941,101.41,"365,33", 
0154BB,2019-07-01,2019-07-31,30,3019,100.63,"374,38", 
0154BB,2019-08-01,2019-08-31,30,3016,100.53,"374,23", 
0154BB,2019-09-01,2019-09-30,29,2836,97.79,"352,17", 
0154BB,2019-10-01,2019-10-31,30,2928,97.6,"363,08", 
0154BB,2019-11-01,2019-11-30,29,2799,96.52,"347,25", 
0154BB,2019-12-01,2019-12-31,30,2932,97.73,"363,11", 
0154BB,2020-01-01,2020-01-31,30,3001,100.03,"446,96", 
0154BB,2020-02-01,2020-02-29,28,2779,99.25,"415,04", 
0154BB,2020-03-01,2020-03-31,30,2989,99.63,"446,35", 
0154BB,2020-04-01,2020-04-30,29,2919,100.66,"433,57", 
0154BB,2020-05-01,2020-05-31,30,2970,99.0,"442,36", 
0154BB,2020-06-01,2020-06-30,29,2891,99.69,"430,17", 
0154BB,2020-07-01,2020-07-31,30,3018,100.6,"448,02", 
0154BB,2020-08-01,2020-08-31,30,3043,101.43,"451,77", 
0154BB,2020-09-01,2020-09-30,29,3117,107.48,"460,48", 
0154BB,2020-10-01,2020-10-31,30,3287,109.57,"483,89", 
0154BB,2020-11-01,2020-11-30,29,3120,107.59,"431,88", 
0154BR,2018-01-01,2018-01-31,30,987,32.9,"110,86", 
0154BR,2018-02-01,2018-02-28,27,967,35.81,"108,79", 
0154BR,2018-03-01,2018-03-31,30,985,32.83,"110,66", 
0154BR,2018-04-01,2018-04-30,29,858,29.59,"97,50", 
0154BR,2018-05-01,2018-05-31,30,913,30.43,"103,19", 
0154BR,2018-06-01,2018-06-30,29,898,30.97,"101,64", 
0154BR,2018-07-01,2018-07-31,30,953,31.77,"113,00", 
0154BR,2018-08-01,2018-08-31,30,969,32.3,"114,32", 
0154BR,2018-09-01,2018-09-30,29,874,30.14,"105,93", 
0154BR,2018-10-01,2018-10-31,30,865,28.83,"105,65", 
0154BR,2018-11-01,2018-11-30,29,892,30.76,"108,10", 
0154BR,2018-12-01,2018-12-31,30,1014,33.8,"120,69", 
0154BR,2019-01-01,2019-01-31,30,1073,35.77,"123,91", 
0154BR,2019-02-01,2019-02-28,27,874,32.37,"103,44", 
0154BR,2019-03-01,2019-03-31,30,906,30.2,"107,50", 
0154BR,2019-04-01,2019-04-30,29,867,29.9,"103,33", 
0154BR,2019-05-01,2019-05-31,30,1195,39.83,"131,46", 
0154BR,2019-06-01,2019-06-30,29,1284,44.28,"139,36", 
0154BR,2019-07-01,2019-07-31,30,1337,44.57,"144,76", 
0154BR,2019-08-01,2019-08-31,30,1348,44.93,"145,88", 
0154BR,2019-09-01,2019-09-30,29,1266,43.66,"137,53", 
0154BR,2019-10-01,2019-10-31,30,1300,43.33,"140,99", 
0154BR,2019-11-01,2019-11-30,29,1249,43.07,"135,80", 
0154BR,2019-12-01,2019-12-31,30,1288,42.93,"139,77", 
0154BR,2020-01-01,2020-01-31,30,1289,42.97,"166,26", 
0154BR,2020-02-01,2020-02-29,28,1206,43.07,"156,10", 
0154BR,2020-03-01,2020-03-31,30,1301,43.37,"166,92", 
0154BR,2020-04-01,2020-04-30,29,1267,43.69,"162,78", 
0154BR,2020-05-01,2020-05-31,30,1304,43.47,"167,28", 
0154BR,2020-06-01,2020-06-30,29,1282,44.21,"164,61", 
0154BR,2020-07-01,2020-07-31,30,1354,45.13,"173,37", 
0154BR,2020-08-01,2020-08-31,30,1345,44.83,"172,27", 
0154BR,2020-09-01,2020-09-30,29,1276,44.0,"163,88", 
0154BR,2020-10-01,2020-10-31,30,1304,43.47,"167,28", 
0154BR,2020-11-01,2020-11-30,29,1258,43.38,"153,09", 
0154KO,2018-01-01,2018-01-31,30,998,33.27,"126,24", 
0154KO,2018-02-01,2018-02-28,27,917,33.96,"116,48", 
0154KO,2018-03-01,2018-03-31,30,1004,33.47,"126,97", 
0154KO,2018-04-01,2018-04-30,29,997,34.38,"126,12", 
0154KO,2018-05-01,2018-05-31,30,1044,34.8,"131,79", 
0154KO,2018-06-01,2018-06-30,29,1019,35.14,"128,77", 
0154KO,2018-07-01,2018-07-31,30,1055,35.17,"133,18", 
0154KO,2018-08-01,2018-08-31,30,1076,35.87,"135,72", 
0154KO,2018-09-01,2018-09-30,29,999,34.45,"127,22", 
0154KO,2018-10-01,2018-10-31,30,1022,34.07,"130,01", 
0154KO,2018-11-01,2018-11-30,29,981,33.83,"125,04", 
0154KO,2018-12-01,2018-12-31,30,1007,33.57,"128,19", 
0154KO,2019-01-01,2019-01-31,30,1008,33.6,"140,76", 
0154KO,2019-02-01,2019-02-28,27,914,33.85,"128,20", 
0154KO,2019-03-01,2019-03-31,30,1009,33.63,"140,90", 
0154KO,2019-04-01,2019-04-30,29,988,34.07,"138,09", 
0154KO,2019-05-01,2019-05-31,30,992,33.07,"138,63", 
0154KO,2019-06-01,2019-06-30,29,1006,34.69,"140,50", 
0154KO,2019-07-01,2019-07-31,30,1026,34.2,"143,17", 
0154KO,2019-08-01,2019-08-31,30,1038,34.6,"144,77", 
0154KO,2019-09-01,2019-09-30,29,1067,36.79,"148,65", 
0154KO,2019-10-01,2019-10-31,30,1251,41.7,"173,23", 
0154KO,2019-11-01,2019-11-30,29,1203,41.48,"166,82", 
0154KO,2019-12-01,2019-12-31,30,1238,41.27,"171,50", 
0154KO,2020-01-01,2020-01-31,30,1237,41.23,"170,68", 
0154KO,2020-02-01,2020-02-29,28,1162,41.5,"160,74", 
0154KO,2020-03-01,2020-03-31,30,1252,41.73,"172,67", 
0154KO,2020-04-01,2020-04-30,29,1219,42.03,"168,30", 
0154KO,2020-05-01,2020-05-31,30,1254,41.8,"172,93", 
0154KO,2020-06-01,2020-06-30,29,1234,42.55,"170,28", 
0154KO,2020-07-01,2020-07-31,30,1285,42.83,"177,04", 
0154KO,2020-08-01,2020-08-31,30,1296,43.2,"178,50", 
0154KO,2020-09-01,2020-09-30,29,1234,42.55,"170,28", 
0154KO,2020-10-01,2020-10-31,30,1257,41.9,"173,33", 
0154KO,2020-11-01,2020-11-30,29,1207,41.62,"159,90", 
0155BB,2018-01-01,2018-12-31,364,28933,79.49,"4 066,21", 
0155BB,2019-01-01,2019-01-31,30,2350,78.33,"322,52", 
0155BB,2019-02-01,2019-02-28,27,2138,79.19,"297,26", 
0155BB,2019-03-01,2019-03-31,30,2394,79.8,"328,17", 
0155BB,2019-04-01,2019-04-30,29,2358,81.31,"323,03", 
0155BB,2019-05-01,2019-05-31,30,2434,81.13,"324,87", 
0155BB,2019-06-01,2019-06-30,29,2421,83.48,"302,66", 
0155BB,2019-07-01,2019-07-31,30,2488,82.93,"310,56", 
0155BB,2019-08-01,2019-08-31,30,2509,83.63,"313,14", 
0155BB,2019-09-01,2019-09-30,29,2171,74.86,"272,95", 
0155BB,2019-10-01,2019-10-31,30,2596,86.53,"323,54", 
0155BB,2019-11-01,2019-11-30,29,2511,86.59,"313,08", 
0155BB,2019-12-01,2019-12-31,30,2700,90.0,"335,61", 
0155BB,2020-01-01,2020-01-31,30,2671,89.03,"382,15", 
0155BB,2020-02-01,2020-02-29,28,2407,85.96,"345,97", 
0155BB,2020-03-01,2020-03-31,30,2647,88.23,"381,52", 
0155BB,2020-04-01,2020-04-30,29,2628,90.62,"378,18", 
0155BB,2020-05-01,2020-05-31,30,2730,91.0,"392,49", 
0155BB,2020-06-01,2020-06-30,29,2757,95.07,"395,39", 
0155BB,2020-07-01,2020-07-31,30,2871,95.7,"411,29", 
0155BB,2020-08-01,2020-08-31,30,2888,96.27,"413,10", 
0155BB,2020-09-01,2020-09-30,29,2728,94.07,"391,21", 
0155BB,2020-10-01,2020-10-31,30,2778,92.6,"397,46", 
0155BB,2020-11-01,2020-11-30,29,2681,92.45,"372,04", 
0155BR,2018-01-01,2018-01-31,30,2335,77.83,"257,72", 
0155BR,2018-02-01,2018-02-28,27,2111,78.19,"233,91", 
0155BR,2018-03-01,2018-03-31,30,2345,78.17,"258,71", 
0155BR,2018-04-01,2018-04-30,29,2298,79.24,"253,67", 
0155BR,2018-05-01,2018-05-31,30,2394,79.8,"263,84", 
0155BR,2018-06-01,2018-06-30,29,2340,80.69,"258,02", 
0155BR,2018-07-01,2018-07-31,30,2438,81.27,"268,59", 
0155BR,2018-08-01,2018-08-31,30,2464,82.13,"271,28", 
0155BR,2018-09-01,2018-09-30,29,2330,80.34,"258,85", 
0155BR,2018-10-01,2018-10-31,30,2388,79.6,"264,99", 
0155BR,2018-11-01,2018-11-30,29,2324,80.14,"258,09", 
0155BR,2018-12-01,2018-12-31,30,2400,80.0,"266,16", 
0155BR,2019-01-01,2019-01-31,30,2396,79.87,"259,48", 
0155BR,2019-02-01,2019-02-28,27,2166,80.22,"235,47", 
0155BR,2019-03-01,2019-03-31,30,2402,80.07,"260,13", 
0155BR,2019-04-01,2019-04-30,29,2332,80.41,"252,83", 
0155BR,2019-05-01,2019-05-31,30,2417,80.57,"261,67", 
0155BR,2019-06-01,2019-06-30,29,2398,82.69,"259,68", 
0155BR,2019-07-01,2019-07-31,30,2466,82.2,"266,78", 
0155BR,2019-08-01,2019-08-31,30,2468,82.27,"267,00", 
0155BR,2019-09-01,2019-09-30,29,2349,81.0,"254,53", 
0155BR,2019-10-01,2019-10-31,30,2422,80.73,"262,11", 
0155BR,2019-11-01,2019-11-30,29,2321,80.03,"251,58", 
0155BR,2019-12-01,2019-12-31,30,2397,79.9,"259,48", 
0155BR,2020-01-01,2020-01-31,30,2398,79.93,"308,66", 
0155BR,2020-02-01,2020-02-29,28,2243,80.11,"289,37", 
0155BR,2020-03-01,2020-03-31,30,2426,80.87,"310,64", 
0155BR,2020-04-01,2020-04-30,29,2038,70.28,"261,42", 
0155BR,2020-05-01,2020-05-31,30,2101,70.03,"269,34", 
0155BR,2020-06-01,2020-06-30,29,2015,69.48,"259,38", 
0155BR,2020-07-01,2020-07-31,30,2106,70.2,"270,57", 
0155BR,2020-08-01,2020-08-31,30,2117,70.57,"271,94", 
0155BR,2020-09-01,2020-09-30,29,2021,69.69,"260,08", 
0155BR,2020-10-01,2020-10-31,30,2073,69.1,"266,52", 
