SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
1050BR,2018-11-01,2018-11-30,29,851,29.34,"104,03", 
1050BR,2018-12-01,2018-12-31,30,1289,42.97,"149,51", 
1050BR,2019-01-01,2019-01-31,30,1743,58.1,"191,81", 
1050BR,2019-02-01,2019-02-28,27,1571,58.19,"173,51", 
1050BR,2019-03-01,2019-03-31,30,1708,56.93,"188,05", 
1050BR,2019-04-01,2019-04-30,29,1643,56.66,"181,18", 
1050BR,2019-05-01,2019-05-31,30,1728,57.6,"190,28", 
1050BR,2019-06-01,2019-06-30,29,1906,65.72,"208,94", 
1050BR,2019-07-01,2019-07-31,30,1986,66.2,"217,43", 
1050BR,2019-08-01,2019-08-31,30,2114,70.47,"230,50", 
1050BR,2019-09-01,2019-09-30,29,1987,68.52,"217,51", 
1050BR,2019-10-01,2019-10-31,30,2048,68.27,"223,93", 
1050BR,2019-11-01,2019-11-30,29,1975,68.1,"216,24", 
1050BR,2019-12-01,2019-12-31,30,2071,69.03,"226,25", 
1050BR,2020-01-01,2020-01-31,30,2101,70.03,"272,29", 
1050BR,2020-02-01,2020-02-29,28,1937,69.18,"251,69", 
1050BR,2020-03-01,2020-03-31,30,2100,70.0,"270,81", 
1050BR,2020-04-01,2020-04-30,29,1999,68.93,"258,23", 
1050BR,2020-05-01,2020-05-31,30,2063,68.77,"266,30", 
1050BR,2020-06-01,2020-06-30,29,2025,69.83,"261,28", 
1050BR,2020-07-01,2020-07-31,30,2133,71.1,"274,40", 
1050BR,2020-08-01,2020-08-31,30,2140,71.33,"275,22", 
1050BR,2020-09-01,2020-09-30,29,2011,69.34,"259,50", 
1050BR,2020-10-01,2020-10-31,30,1672,55.73,"216,71", 
1050BR,2020-11-01,2020-11-30,29,1564,53.93,"203,13", 
1051BR,2018-01-01,2018-12-31,364,16900,46.43,"2 020,38", 
1051BR,2019-01-01,2019-12-31,364,30292,83.22,"3 357,62", 
1051BR,2020-01-01,2020-10-12,285,20404,71.59,"2 694,19", 
1052BR,2018-01-01,2018-01-31,30,768,25.6,"92,64", 
1052BR,2018-02-01,2018-02-28,27,701,25.96,"86,97", 
1052BR,2018-03-01,2018-03-31,30,774,25.8,"93,15", 
1052BR,2018-04-01,2018-04-30,29,871,30.03,"101,37", 
1052BR,2018-05-01,2018-05-31,30,1079,35.97,"119,00", 
1052BR,2018-06-01,2018-06-30,29,1220,42.07,"130,92", 
1052BR,2018-07-01,2018-07-31,30,1330,44.33,"140,33", 
1052BR,2018-08-01,2018-08-31,30,1344,44.8,"141,52", 
1052BR,2018-09-01,2018-09-30,29,1136,39.17,"124,83", 
1052BR,2018-10-01,2018-10-31,30,790,26.33,"95,25", 
1052BR,2018-11-01,2018-11-30,29,747,25.76,"91,57", 
1052BR,2018-12-01,2018-12-31,30,767,25.57,"93,28", 
1052BR,2019-01-01,2019-01-31,30,768,25.6,"91,68", 
1052BR,2019-02-01,2019-02-28,27,691,25.59,"85,24", 
1052BR,2019-03-01,2019-03-31,30,764,25.47,"91,33", 
1052BR,2019-04-01,2019-04-30,29,757,26.1,"90,74", 
1052BR,2019-05-01,2019-05-31,30,776,25.87,"92,35", 
1052BR,2019-06-01,2019-06-30,29,1253,43.21,"132,05", 
1052BR,2019-07-01,2019-07-31,30,879,29.3,"100,93", 
1052BR,2019-08-01,2019-08-31,30,883,29.43,"101,26", 
1052BR,2019-09-01,2019-09-30,29,774,26.69,"92,18", 
1052BR,2019-10-01,2019-10-31,30,786,26.2,"93,18", 
1052BR,2019-11-01,2019-11-30,29,746,25.72,"89,85", 
1052BR,2019-12-01,2019-12-31,30,770,25.67,"91,85", 
1052BR,2020-01-01,2020-01-31,30,769,25.63,"107,31", 
1052BR,2020-02-01,2020-02-29,28,718,25.64,"101,99", 
1052BR,2020-03-01,2020-03-31,30,786,26.2,"108,52", 
1052BR,2020-04-01,2020-04-30,29,851,29.34,"115,21", 
1052BR,2020-05-01,2020-05-31,30,888,29.6,"119,02", 
1052BR,2020-06-01,2020-06-30,29,894,30.83,"119,64", 
1052BR,2020-07-01,2020-07-31,30,985,32.83,"129,00", 
1052BR,2020-08-01,2020-08-31,30,1002,33.4,"130,75", 
1052BR,2020-09-01,2020-09-30,29,891,30.72,"119,33", 
1052BR,2020-10-01,2020-10-31,30,885,29.5,"118,71", 
1052BR,2020-11-01,2020-11-30,29,847,29.21,"114,80", 
1053BR,2018-01-01,2018-01-31,30,2199,73.3,"247,51", 
1053BR,2018-02-01,2018-02-28,27,2049,75.89,"230,86", 
1053BR,2018-03-01,2018-03-31,30,2207,73.57,"248,36", 
1053BR,2018-04-01,2018-04-30,29,2169,74.79,"243,27", 
1053BR,2018-05-01,2018-05-31,30,2277,75.9,"254,36", 
1053BR,2018-06-01,2018-06-30,29,2229,76.86,"248,76", 
1053BR,2018-07-01,2018-07-31,30,2300,76.67,"256,46", 
1053BR,2018-08-01,2018-08-31,30,2330,77.67,"259,34", 
1053BR,2018-09-01,2018-09-30,29,2182,75.24,"246,46", 
1053BR,2018-10-01,2018-10-31,30,2207,73.57,"250,53", 
1053BR,2018-11-01,2018-11-30,29,2124,73.24,"241,71", 
1053BR,2018-12-01,2018-12-31,30,2203,73.43,"250,49", 
1053BR,2019-01-01,2019-01-31,30,2225,74.17,"246,94", 
1053BR,2019-02-01,2019-02-28,27,1982,73.41,"220,96", 
1053BR,2019-03-01,2019-03-31,30,2175,72.5,"241,75", 
1053BR,2019-04-01,2019-04-30,29,2117,73.0,"235,19", 
1053BR,2019-05-01,2019-05-31,30,2194,73.13,"243,28", 
1053BR,2019-06-01,2019-06-30,29,2247,77.48,"246,74", 
1053BR,2019-07-01,2019-07-31,30,2281,76.03,"250,78", 
1053BR,2019-08-01,2019-08-31,30,2289,76.3,"251,52", 
1053BR,2019-09-01,2019-09-30,29,2139,73.76,"236,70", 
1053BR,2019-10-01,2019-10-31,30,2182,72.73,"242,05", 
1053BR,2019-11-01,2019-11-30,29,2085,71.9,"232,13", 
1053BR,2019-12-01,2019-12-31,30,2176,72.53,"241,82", 
1053BR,2020-01-01,2020-01-31,30,2199,73.3,"289,16", 
1053BR,2020-02-01,2020-02-29,28,2053,73.32,"270,55", 
1053BR,2020-03-01,2020-03-31,30,2195,73.17,"287,28", 
1053BR,2020-04-01,2020-04-30,29,2136,73.66,"279,31", 
1053BR,2020-05-01,2020-05-31,30,2200,73.33,"287,43", 
1053BR,2020-06-01,2020-06-30,29,2148,74.07,"278,70", 
1053BR,2020-07-01,2020-07-31,30,2089,69.63,"265,40", 
1053BR,2020-08-01,2020-08-31,30,2087,69.57,"264,96", 
1053BR,2020-09-01,2020-09-30,29,1984,68.41,"252,29", 
1053BR,2020-10-01,2020-10-31,30,2042,68.07,"259,43", 
1053BR,2020-11-01,2020-11-30,29,2108,72.69,"267,39", 
1054BR,2018-01-01,2018-12-31,364,9889,27.17,"1 287,47", 
1054BR,2019-01-01,2019-01-30,29,737,25.41,"95,97", 
1054BR,2019-01-31,2019-12-31,334,9708,29.07,"1 227,96", 
1055BR,2018-01-01,2018-06-14,164,5955,36.31,"765,27", 
1055BR,2018-06-15,2018-12-31,199,7525,37.81,"961,18", 
1055BR,2019-01-01,2019-12-31,364,14130,38.82,"1 764,97", 
1056BR,2018-01-01,2018-01-31,30,1398,46.6,"164,79", 
1056BR,2018-02-01,2018-02-28,27,1261,46.7,"149,48", 
1056BR,2018-03-01,2018-03-31,30,1396,46.53,"164,54", 
1056BR,2018-04-01,2018-04-30,29,1376,47.45,"161,78", 
1056BR,2018-05-01,2018-05-31,30,1450,48.33,"169,55", 
1056BR,2018-06-01,2018-06-30,29,1465,50.52,"170,52", 
1056BR,2018-07-01,2018-07-31,30,1676,55.87,"191,55", 
1056BR,2018-08-01,2018-08-31,30,1704,56.8,"194,48", 
1056BR,2018-09-01,2018-09-30,29,1505,51.9,"174,58", 
1056BR,2018-10-01,2018-10-31,30,1930,64.33,"218,76", 
1056BR,2018-11-01,2018-11-30,29,1858,64.07,"211,08", 
1056BR,2018-12-01,2018-12-31,30,1908,63.6,"216,58", 
1056BR,2019-01-01,2019-01-31,30,1903,63.43,"211,03", 
1056BR,2019-02-01,2019-02-28,27,1730,64.07,"192,56", 
1056BR,2019-03-01,2019-03-31,30,1948,64.93,"215,61", 
1056BR,2019-04-01,2019-04-30,29,2009,69.28,"221,70", 
1056BR,2019-05-01,2019-05-31,30,1978,65.93,"218,46", 
1056BR,2019-06-01,2019-06-30,29,1449,49.97,"162,15", 
1056BR,2019-07-01,2019-07-31,30,1492,49.73,"166,58", 
1056BR,2019-08-01,2019-08-31,30,1496,49.87,"167,03", 
1056BR,2019-09-01,2019-09-30,29,1396,48.14,"156,73", 
1056BR,2019-10-01,2019-10-31,30,1430,47.67,"160,31", 
1056BR,2019-11-01,2019-11-30,29,1374,47.38,"154,37", 
1056BR,2019-12-01,2019-12-31,30,1421,47.37,"159,30", 
1056BR,2020-01-01,2020-01-31,30,1432,47.73,"188,03", 
1056BR,2020-02-01,2020-02-29,28,1351,48.25,"173,84", 
1056BR,2020-03-01,2020-03-31,30,1456,48.53,"185,78", 
1056BR,2020-04-01,2020-04-30,29,1438,49.59,"183,59", 
1056BR,2020-05-01,2020-05-31,30,1493,49.77,"190,28", 
1056BR,2020-06-01,2020-06-30,29,1475,50.86,"188,09", 
1056BR,2020-07-01,2020-07-31,30,1564,52.13,"198,92", 
1056BR,2020-08-01,2020-08-31,30,1561,52.03,"198,56", 
1056BR,2020-09-01,2020-09-30,29,1453,50.1,"185,44", 
1056BR,2020-10-01,2020-10-31,30,1459,48.63,"186,15", 
1056BR,2020-11-01,2020-11-30,29,1379,47.55,"176,41", 
1057BR,2018-01-01,2018-01-31,30,850,28.33,"104,65", 
1057BR,2018-02-01,2018-02-28,27,769,28.48,"95,56", 
1057BR,2018-03-01,2018-03-31,30,857,28.57,"105,46", 
1057BR,2018-04-01,2018-04-30,29,920,31.72,"110,34", 
1057BR,2018-05-01,2018-05-31,30,1113,37.1,"128,35", 
1057BR,2018-06-01,2018-06-30,29,1081,37.28,"124,63", 
1057BR,2018-07-01,2018-07-31,30,1144,38.13,"131,18", 
1057BR,2018-08-01,2018-08-31,30,1149,38.3,"131,73", 
1057BR,2018-09-01,2018-09-30,29,1045,36.03,"122,42", 
1057BR,2018-10-01,2018-10-31,30,1379,45.97,"153,61", 
1057BR,2018-11-01,2018-11-30,29,1641,56.59,"180,65", 
1057BR,2018-12-01,2018-12-31,30,1700,56.67,"186,76", 
1057BR,2019-01-01,2019-01-31,30,1707,56.9,"182,97", 
1057BR,2019-02-01,2019-02-28,27,1535,56.85,"165,39", 
1057BR,2019-03-01,2019-03-31,30,1702,56.73,"182,51", 
1057BR,2019-04-01,2019-04-30,29,1660,57.24,"178,22", 
1057BR,2019-05-01,2019-05-31,30,1713,57.1,"183,66", 
1057BR,2019-06-01,2019-06-30,29,1715,59.14,"183,96", 
1057BR,2019-07-01,2019-07-31,30,1768,58.93,"189,37", 
1057BR,2019-08-01,2019-08-31,30,1773,59.1,"189,95", 
1057BR,2019-09-01,2019-09-30,29,1672,57.66,"179,63", 
1057BR,2019-10-01,2019-10-31,30,1719,57.3,"184,40", 
1057BR,2019-11-01,2019-11-30,29,1649,56.86,"177,22", 
1057BR,2019-12-01,2019-12-31,30,1708,56.93,"183,20", 
1057BR,2020-01-01,2020-01-31,30,1702,56.73,"217,37", 
1057BR,2020-02-01,2020-02-29,28,1593,56.89,"203,99", 
1057BR,2020-03-01,2020-03-31,30,1725,57.5,"219,12", 
1057BR,2020-04-01,2020-04-30,29,1681,57.97,"213,74", 
1057BR,2020-05-01,2020-05-31,30,1745,58.17,"221,61", 
1057BR,2020-06-01,2020-06-30,29,1709,58.93,"217,27", 
1057BR,2020-07-01,2020-07-31,30,1779,59.3,"225,90", 
1057BR,2020-08-01,2020-08-31,30,1634,54.47,"208,00", 
1057BR,2020-09-01,2020-09-30,29,1281,44.17,"164,63", 
1057BR,2020-10-01,2020-10-31,30,1300,43.33,"166,92", 
1057BR,2020-11-01,2020-11-30,29,1246,42.97,"160,25", 
1058BR,2018-01-01,2018-12-31,364,16741,45.99,"2 067,18", 
1058BR,2019-01-01,2019-12-31,364,18722,51.43,"2 235,48", 
1058BR,2020-01-01,2020-11-19,323,17864,55.31,"2 466,06", 
1059BR,2018-01-01,2018-12-31,364,20426,56.12,"2 388,96", 
1059BR,2019-01-01,2019-12-31,364,19189,52.72,"2 219,92", 
1059BR,2020-01-01,2020-07-22,203,9433,46.47,"1 295,66", 
1060BR,2018-01-01,2018-12-31,364,33782,92.81,"3 848,60", 
1060BR,2019-01-01,2019-01-08,7,640,91.43,"72,39", 
1060BR,2019-01-09,2019-12-31,356,33275,93.47,"3 719,88", 
1061BR,2018-01-01,2018-01-31,30,778,25.93,"101,69", 
1061BR,2018-02-01,2018-02-28,27,730,27.04,"96,89", 
1061BR,2018-03-01,2018-03-31,30,781,26.03,"101,92", 
1061BR,2018-04-01,2018-04-30,29,774,26.69,"100,27", 
1061BR,2018-05-01,2018-05-31,30,842,28.07,"105,73", 
1061BR,2018-06-01,2018-06-30,29,834,28.76,"104,57", 
1061BR,2018-07-01,2018-07-31,30,884,29.47,"108,84", 
1061BR,2018-08-01,2018-08-31,30,899,29.97,"109,98", 
1061BR,2018-09-01,2018-09-30,29,803,27.69,"103,11", 
1061BR,2018-10-01,2018-10-31,30,788,26.27,"102,78", 
1061BR,2018-11-01,2018-11-30,29,748,25.79,"99,41", 
1061BR,2018-12-01,2018-12-31,30,789,26.3,"103,28", 
1061BR,2019-01-01,2019-01-31,30,810,27.0,"103,33", 
1061BR,2019-02-01,2019-02-28,27,708,26.22,"93,96", 
1061BR,2019-03-01,2019-03-31,30,768,25.6,"99,61", 
1061BR,2019-04-01,2019-04-30,29,759,26.17,"98,40", 
1061BR,2019-05-01,2019-05-31,30,784,26.13,"100,73", 
1061BR,2019-06-01,2019-06-30,29,866,29.86,"105,81", 
1061BR,2019-07-01,2019-07-31,30,879,29.3,"107,23", 
1061BR,2019-08-01,2019-08-31,30,888,29.6,"107,88", 
1061BR,2019-09-01,2019-09-30,29,783,27.0,"99,92", 
1061BR,2019-10-01,2019-10-31,30,779,25.97,"100,32", 
1061BR,2019-11-01,2019-11-30,29,735,25.34,"96,70", 
1061BR,2019-12-01,2019-12-31,30,781,26.03,"100,86", 
1061BR,2020-01-01,2020-01-31,30,799,26.63,"118,55", 
1061BR,2020-02-01,2020-02-29,28,722,25.79,"109,98", 
1061BR,2020-03-01,2020-03-31,30,778,25.93,"115,72", 
1061BR,2020-04-01,2020-04-30,29,774,26.69,"114,63", 
1061BR,2020-05-01,2020-05-31,30,799,26.63,"117,45", 
1061BR,2020-06-01,2020-06-30,29,822,28.34,"118,84", 
1061BR,2020-07-01,2020-07-31,30,879,29.3,"124,55", 
1061BR,2020-08-01,2020-08-31,30,878,29.27,"124,60", 
1061BR,2020-09-01,2020-09-30,29,767,26.45,"115,81", 
1061BR,2020-10-01,2020-10-31,30,817,27.23,"120,91", 
1061BR,2020-11-01,2020-11-30,29,894,30.83,"124,74", 
1062BR,2018-01-01,2018-12-31,364,11713,32.18,"1 478,14", 
1062BR,2019-01-01,2019-01-22,21,632,30.1,"79,76", 
1062BR,2019-01-23,2019-12-31,342,10905,31.89,"1 356,07", 
1063BR,2018-01-01,2018-03-31,89,6457,72.55,"867,28", 
1063BR,2018-04-01,2018-06-30,90,6364,70.71,"931,34", 
1063BR,2018-07-01,2018-09-30,91,6854,75.32,"989,50", 
1063BR,2018-10-01,2018-12-31,91,8700,95.6,"1 158,52", 
1063BR,2019-01-01,2019-03-31,89,9541,107.2,"1 354,85", 
1063BR,2019-04-01,2019-06-30,90,7183,79.81,"1 119,71", 
1063BR,2019-07-01,2019-09-30,91,7087,77.88,"1 137,53", 
1063BR,2019-10-01,2019-12-31,91,8149,89.55,"1 219,28", 
1063BR,2020-01-01,2020-03-31,90,7827,86.97,"1 111,44", 
1063BR,2020-04-01,2020-06-30,90,8385,93.17,"1 267,46", 
1063BR,2020-07-01,2020-09-30,91,8751,96.16,"1 314,89", 
1063BR,2020-09-01,2020-09-30,29,0,0.0,"0,00", 
1064BR,2018-01-01,2018-12-31,364,21043,57.81,"2 516,90", 
1064BR,2019-01-01,2019-12-31,364,24800,68.13,"2 858,29", 
1065BR,2018-01-01,2018-12-31,364,17871,49.1,"2 264,80", 
1065BR,2019-01-01,2019-12-31,364,17654,48.5,"2 205,31", 
1065BR,2020-01-01,2020-07-09,190,8865,46.66,"1 292,12", 
1066BR,2018-01-01,2018-12-31,364,23943,65.78,"2 756,61", 
1066BR,2019-01-01,2019-12-31,364,31416,86.31,"3 472,79", 
1066BR,2020-01-01,2020-07-16,197,16759,85.07,"2 187,66", 
1067BR,2018-01-01,2018-12-31,364,17125,47.05,"2 043,88", 
1067BR,2019-01-01,2019-01-10,9,492,54.67,"57,23", 
1067BR,2019-01-11,2019-12-31,354,16574,46.82,"1 945,16", 
1068BR,2018-01-01,2018-12-31,364,22034,60.53,"2 461,93", 
1068BR,2019-01-01,2019-12-31,364,22360,61.43,"2 449,72", 
1068BR,2020-01-01,2020-11-01,305,24785,81.26,"3 164,20", 
1069BR,2018-01-01,2018-01-31,30,540,18.0,"69,62", 
1069BR,2018-02-01,2018-02-28,27,508,18.81,"65,54", 
1069BR,2018-03-01,2018-03-31,30,549,18.3,"70,47", 
1069BR,2018-04-01,2018-04-30,29,573,19.76,"72,11", 
1069BR,2018-05-01,2018-05-31,30,654,21.8,"79,54", 
1069BR,2018-06-01,2018-06-30,29,679,23.41,"78,50", 
1069BR,2018-07-01,2018-07-31,30,706,23.53,"81,40", 
1069BR,2018-08-01,2018-08-31,30,703,23.43,"81,21", 
1069BR,2018-09-01,2018-09-30,29,647,22.31,"76,62", 
1069BR,2018-10-01,2018-10-31,30,631,21.03,"77,16", 
1069BR,2018-11-01,2018-11-30,29,558,19.24,"71,42", 
1069BR,2018-12-01,2018-12-31,30,575,19.17,"73,42", 
1069BR,2019-01-01,2019-01-31,30,570,19.0,"71,40", 
1069BR,2019-02-01,2019-02-28,27,521,19.3,"65,70", 
1069BR,2019-03-01,2019-03-31,30,590,19.67,"72,81", 
1069BR,2019-04-01,2019-04-30,29,604,20.83,"73,13", 
1069BR,2019-05-01,2019-05-31,30,644,21.47,"76,63", 
1069BR,2019-06-01,2019-06-30,29,723,24.93,"82,28", 
1069BR,2019-07-01,2019-07-31,30,746,24.87,"84,55", 
1069BR,2019-08-01,2019-08-31,30,749,24.97,"85,16", 
1069BR,2019-09-01,2019-09-30,29,716,24.69,"81,34", 
1069BR,2019-10-01,2019-10-31,30,670,22.33,"79,45", 
1069BR,2019-11-01,2019-11-30,29,572,19.72,"71,11", 
1069BR,2019-12-01,2019-12-31,30,584,19.47,"72,51", 
1069BR,2020-01-01,2020-01-31,30,583,19.43,"84,33", 
1069BR,2020-02-01,2020-02-29,28,549,19.61,"79,80", 
1069BR,2020-03-01,2020-03-31,30,596,19.87,"85,60", 
1069BR,2020-04-01,2020-04-30,29,595,20.52,"85,29", 
1069BR,2020-05-01,2020-05-31,30,560,18.67,"80,74", 
1069BR,2020-06-01,2020-06-30,29,560,19.31,"78,83", 
1069BR,2020-07-01,2020-07-31,30,849,28.3,"115,06", 
1069BR,2020-08-01,2020-08-31,30,860,28.67,"116,40", 
1069BR,2020-09-01,2020-09-30,29,829,28.59,"112,45", 
1069BR,2020-10-01,2020-10-31,30,849,28.3,"115,03", 
1069BR,2020-11-01,2020-11-30,29,839,28.93,"113,66", 
1071BR,2018-01-01,2018-03-31,89,3143,35.31,"427,45", 
1071BR,2018-04-01,2018-06-30,90,2882,32.02,"412,13", 
1071BR,2018-07-01,2018-09-30,91,2948,32.4,"453,99", 
1071BR,2018-10-01,2018-12-31,91,2593,28.49,"409,69", 
1071BR,2019-01-01,2019-03-31,89,3078,34.58,"517,10", 
1071BR,2019-04-01,2019-06-30,90,2913,32.37,"518,51", 
1071BR,2019-07-01,2019-09-30,91,2771,30.45,"498,78", 
1071BR,2019-10-01,2019-12-31,91,2584,28.4,"431,53", 
1071BR,2020-01-01,2020-03-31,90,2429,26.99,"395,93", 
1071BR,2020-04-01,2020-06-30,90,2728,30.31,"480,13", 
1071BR,2020-07-01,2020-09-30,91,3132,34.42,"554,36", 
1074BR,2018-01-01,2018-06-03,153,8734,57.08,"1 045,28", 
1074BR,2018-06-04,2018-12-31,210,13005,61.93,"1 544,81", 
1074BR,2019-01-01,2019-12-31,364,18698,51.37,"2 233,02", 
1076BR,2018-01-01,2018-10-08,280,16627,59.38,"1 930,96", 
1076BR,2018-10-09,2018-12-31,83,4967,59.84,"579,98", 
1076BR,2019-01-01,2019-12-31,364,20660,56.76,"2 370,65", 
1081BR,2018-01-01,2018-01-31,30,1359,45.3,"158,63", 
1081BR,2018-02-01,2018-02-28,27,1252,46.37,"148,29", 
1081BR,2018-03-01,2018-03-31,30,1350,45.0,"157,77", 
1081BR,2018-04-01,2018-04-30,29,1299,44.79,"153,35", 
1081BR,2018-05-01,2018-05-31,30,1362,45.4,"158,79", 
1081BR,2018-06-01,2018-06-30,29,1330,45.86,"155,53", 
1081BR,2018-07-01,2018-07-31,30,1390,46.33,"160,88", 
1081BR,2018-08-01,2018-08-31,30,1423,47.43,"163,37", 
1081BR,2018-09-01,2018-09-30,29,1400,48.28,"157,65", 
1081BR,2018-10-01,2018-10-31,30,2227,74.23,"224,69", 
1081BR,2018-11-01,2018-11-30,29,2602,89.72,"259,60", 
1081BR,2018-12-01,2018-12-31,30,3352,111.73,"327,91", 
1081BR,2019-01-01,2019-01-31,30,3349,111.63,"327,38", 
1081BR,2019-02-01,2019-02-28,27,2913,107.89,"289,35", 
1081BR,2019-03-01,2019-03-31,30,3209,106.97,"315,48", 
1081BR,2019-04-01,2019-04-30,29,3119,107.55,"343,43", 
1081BR,2019-05-01,2019-05-31,30,3237,107.9,"317,66", 
1081BR,2019-06-01,2019-06-30,29,3279,113.07,"320,81", 
1081BR,2019-07-01,2019-07-31,30,3374,112.47,"329,20", 
1081BR,2019-08-01,2019-08-31,30,3377,112.57,"329,46", 
1081BR,2019-09-01,2019-09-30,29,3186,109.86,"328,86", 
1081BR,2019-10-01,2019-10-31,30,3361,112.03,"328,18", 
1081BR,2019-11-01,2019-11-30,29,3059,105.48,"301,10", 
1081BR,2019-12-01,2019-12-31,30,2987,99.57,"293,72", 
1081BR,2020-01-01,2020-01-31,30,3092,103.07,"359,99", 
1081BR,2020-02-01,2020-02-29,28,2776,99.14,"324,76", 
1081BR,2020-03-01,2020-03-31,30,2969,98.97,"343,17", 
1081BR,2020-04-01,2020-04-30,29,2884,99.45,"334,16", 
1081BR,2020-05-01,2020-05-31,30,2997,99.9,"345,95", 
1081BR,2020-06-01,2020-06-30,29,2962,102.14,"344,12", 
1081BR,2020-07-01,2020-07-31,30,3129,104.3,"387,69", 
1081BR,2020-08-01,2020-08-31,30,3140,104.67,"361,22", 
1081BR,2020-09-01,2020-09-30,29,2980,102.76,"356,48", 
1081BR,2020-10-01,2020-10-31,30,3011,100.37,"347,92", 
1081BR,2020-11-01,2020-11-30,29,2845,98.1,"330,63", 
1082BR,2018-01-01,2018-07-09,189,10794,57.11,"1 291,37", 
1082BR,2018-07-10,2018-12-31,174,15302,87.94,"1 755,49", 
1082BR,2019-01-01,2019-12-31,364,42601,117.04,"4 682,30", 
1083BR,2018-01-01,2018-11-11,314,7294,23.23,"933,01", 
1083BR,2018-11-12,2018-12-31,49,1187,24.22,"151,71", 
1083BR,2019-01-01,2019-12-31,364,8404,23.09,"1 059,31", 
1084BR,2018-01-01,2018-01-31,30,1648,54.93,"185,71", 
1084BR,2018-02-01,2018-02-28,27,1541,57.07,"174,76", 
1084BR,2018-03-01,2018-03-31,30,1681,56.03,"190,03", 
1084BR,2018-04-01,2018-04-30,29,1625,56.03,"183,95", 
1084BR,2018-05-01,2018-05-31,30,1705,56.83,"192,50", 
1084BR,2018-06-01,2018-06-30,29,1670,57.59,"188,64", 
1084BR,2018-07-01,2018-07-31,30,1746,58.2,"196,90", 
1084BR,2018-08-01,2018-08-31,30,1775,59.17,"199,87", 
1084BR,2018-09-01,2018-09-30,29,1648,56.83,"187,70", 
1084BR,2018-10-01,2018-10-31,30,1685,56.17,"191,79", 
1084BR,2018-11-01,2018-11-30,29,1631,56.24,"185,87", 
1084BR,2018-12-01,2018-12-31,30,1706,56.87,"193,92", 
1084BR,2019-01-01,2019-01-31,30,1741,58.03,"192,97", 
1084BR,2019-02-01,2019-02-28,27,1528,56.59,"170,54", 
1084BR,2019-03-01,2019-03-31,30,1728,57.6,"191,64", 
1084BR,2019-04-01,2019-04-30,29,2084,71.86,"228,16", 
1084BR,2019-05-01,2019-05-31,30,2128,70.93,"232,16", 
1084BR,2019-06-01,2019-06-30,29,1977,68.17,"213,94", 
1084BR,2019-07-01,2019-07-31,30,2018,67.27,"218,27", 
1084BR,2019-08-01,2019-08-31,30,2026,67.53,"219,07", 
1084BR,2019-09-01,2019-09-30,29,1884,64.97,"204,41", 
1084BR,2019-10-01,2019-10-31,30,1934,64.47,"209,61", 
1084BR,2019-11-01,2019-11-30,29,1850,63.79,"200,85", 
1084BR,2019-12-01,2019-12-31,30,1888,62.93,"204,85", 
1084BR,2020-01-01,2020-01-31,30,1900,63.33,"244,96", 
1084BR,2020-02-01,2020-02-29,28,1775,63.39,"229,34", 
1084BR,2020-03-01,2020-03-31,30,1906,63.53,"244,49", 
1084BR,2020-04-01,2020-04-30,29,1860,64.14,"238,77", 
1084BR,2020-05-01,2020-05-31,30,1934,64.47,"247,90", 
1084BR,2020-06-01,2020-06-30,29,1896,65.38,"243,17", 
1084BR,2020-07-01,2020-07-31,30,1946,64.87,"249,35", 
1084BR,2020-08-01,2020-08-31,30,2024,67.47,"258,82", 
1084BR,2020-09-01,2020-09-30,29,1878,64.76,"240,83", 
1084BR,2020-10-01,2020-10-31,30,1878,62.6,"240,95", 
1084BR,2020-11-01,2020-11-30,29,1777,61.28,"220,56", 
1085BR,2018-01-01,2018-01-31,30,1117,37.23,"150,20", 
1085BR,2018-02-01,2018-02-28,27,1036,38.37,"142,45", 
1085BR,2018-03-01,2018-03-31,30,1115,37.17,"150,08", 
1085BR,2018-04-01,2018-04-30,29,1106,38.14,"148,11", 
1085BR,2018-05-01,2018-05-31,30,1183,39.43,"154,25", 
1085BR,2018-06-01,2018-06-30,29,1206,41.59,"156,58", 
1085BR,2018-07-01,2018-07-31,30,1003,33.43,"134,31", 
1085BR,2018-08-01,2018-08-31,30,945,31.5,"126,11", 
1085BR,2018-09-01,2018-09-30,29,1446,49.86,"169,76", 
1085BR,2018-10-01,2018-10-31,30,1485,49.5,"173,13", 
1085BR,2018-11-01,2018-11-30,29,1400,48.28,"172,05", 
1085BR,2018-12-01,2018-12-31,30,1458,48.6,"170,74", 
1085BR,2019-01-01,2019-01-31,30,1459,48.63,"167,61", 
1085BR,2019-02-01,2019-02-28,27,1323,49.0,"156,28", 
1085BR,2019-03-01,2019-03-31,30,1461,48.7,"167,78", 
1085BR,2019-04-01,2019-04-30,29,1420,48.97,"164,36", 
1085BR,2019-05-01,2019-05-31,30,1467,48.9,"168,28", 
1085BR,2019-06-01,2019-06-30,29,1467,50.59,"168,28", 
1085BR,2019-07-01,2019-07-31,30,1505,50.17,"171,50", 
1085BR,2019-08-01,2019-08-31,30,1506,50.2,"171,60", 
1085BR,2019-09-01,2019-09-30,29,1434,49.45,"165,61", 
1085BR,2019-10-01,2019-10-31,30,1478,49.27,"169,30", 
1085BR,2019-11-01,2019-11-30,29,1418,48.9,"164,29", 
